0,1
-6.060096146956497,-38.90991890064165
-6.2896134955975995,-38.287675935316344
-6.519130844238701,-37.675364752420045
-6.748648192879803,-37.07413271312155
-6.978165541520904,-36.48487716349453
-7.2076828901620065,-35.90818472424805
-7.437200238803108,-35.344292400319944
-7.66671758744421,-34.79307958908498
-7.896234936085311,-34.254093909709724
-8.125752284726413,-33.72660656967458
-8.355269633367515,-33.2096872992774
-8.584786982008616,-32.702286440805835
-8.814304330649719,-32.20331280228302
-9.04382167929082,-31.711699291054178
-9.273339027931922,-31.226452527813027
-9.502856376573025,-30.746686280290007
-9.732373725214126,-30.271640977832185
-9.961891073855227,-29.800692714897984
-10.19140842249633,-29.333355318168817
-10.42092577113743,-28.86927862942466
-10.650443119778533,-28.408245472907005
-10.879960468419634,-27.950169041103393
-11.109477817060736,-27.495091744121343
-11.338995165701839,-27.043185941895466
-11.56851251434294,-26.594756385558153
-11.798029862984041,-26.150243586834453
-12.027547211625144,-25.71022667249779
-12.257064560266244,-25.27542355982807
-12.486581908907347,-24.846685570840595
-12.716099257548448,-24.424983051289736
-12.94561660618955,-24.01137845996449
-13.175133954830653,-23.606984124037627
-13.404651303471754,-23.212903775506643
-13.634168652112855,-22.830160204376984
-13.863686000753958,-22.459615474957296
-14.093203349395058,-22.101894060740165
-14.32272069803616,-21.757321388521603
-14.552238046677264,-21.425889250616716
-14.781755395318363,-21.107254996056266
-15.011272743959466,-20.800774525247878
-15.24079009260057,-20.505562206707392
-15.470307441241669,-20.2205660844803
-15.699824789882772,-19.944646753789694
-15.929342138523872,-19.67664698181588
-16.158859487164975,-19.41544886485763
-16.388376835806078,-19.160013383316336
-16.617894184447177,-18.90940420274551
-16.84741153308828,-18.662798183100296
-17.076928881729383,-18.419485989533406
-17.306446230370483,-18.178866102464113
-17.535963579011586,-17.940434986192933
-17.76548092765269,-17.70377549058945
-17.99499827629379,-17.46854490889707
-18.22451562493489,-17.234463579497216
-18.45403297357599,-17.00130452095408
-18.683550322217094,-16.768884315348682
-18.913067670858197,-16.537055279629218
-19.142585019499297,-16.305698861869885
-19.3721023681404,-16.074720146079827
-19.601619716781503,-15.844043327911702
-19.831137065422602,-15.613608021658973
-20.060654414063706,-15.383366267746773
-20.290171762704805,-15.15328012400288
-20.519689111345908,-14.923319739970264
-20.74920645998701,-14.693461829458405
-20.97872380862811,-14.46368847141928
-21.208241157269214,-14.233986182649536
-21.437758505910317,-14.00434521767858
-21.667275854551416,-13.774759061617944
-21.89679320319252,-13.545224090942504
-22.12631055183362,-13.315739385423651
-22.355827900474722,-13.086306682043745
-22.585345249115825,-12.85693046901027
-22.814862597756925,-12.627618225296263
-23.044379946398028,-12.398380818826176
-23.273897295039127,-12.16923308490852
-23.50341464368023,-11.940194616257731
-23.732931992321333,-11.71129080750864
-23.962449340962433,-11.482554211199748
-24.191966689603536,-11.254026279668818
-24.42148403824464,-11.025759589312834
-24.65100138688574,-10.797820671744278
-24.88051873552684,-10.570293612609985
-25.110036084167945,-10.343284626126083
-25.339553432809044,-10.11692787585115
-25.569070781450147,-9.891392895897177
-25.798588130091247,-9.666894080697583
-26.02810547873235,-9.443702869548988
-26.257622827373453,-9.222163476573213
-26.487140176014552,-9.002713343883876
-26.716657524655655,-8.785909987362125
-26.94617487329676,-8.572466669243436
-27.175692221937858,-8.363300568216859
-27.40520957057896,-8.159599203169707
-27.63472691922006,-7.962914549226449
-27.864244267861164,-7.775301117756499
-28.093761616502267,-7.599527701306088
-28.323278965143366,-7.439420566125144
-28.55279631378447,-7.300459284337261
-28.782313662425572,-7.190904468074791
