V (mL),pH,H_2O,H_3PO_4,H_2PO_4^{-},HPO_4^{2-}
1e-08,2.2790179071608936,1.8062638546784536e-09,2.4314422114109338,0.00010236362824485963,4.337036339831686e-15
1.648277267132548,2.382260150522905,2.353639131069331e-09,2.407684550394978,0.0001404810023629054,9.858612281906072e-15
3.076870048183385,2.485502393884916,3.052937489446611e-09,2.314223624483163,0.0001896886926151044,1.5667309519189208e-14
4.3070071900089495,2.5887446372469274,3.944860232543844e-09,2.1628497317284117,0.00025255748752803936,2.736831273876322e-14
5.357833727559429,2.691986880608938,5.080923837135788e-09,1.9698288215472641,0.0003323318018079479,4.621659641043973e-14
6.247561504115709,2.7952291239709495,6.526365263215901e-09,1.752780545973052,0.0004331665640964281,7.441741697009488e-14
6.994028615539909,2.8984713673329607,8.363843101537895e-09,1.527963518540036,0.0005604113103528728,1.2412296750902643e-13
7.614748456185988,3.001713610694972,1.0698141721172255e-08,1.3085128119861849,0.0007209484019162106,2.0894403698290675e-13
8.126643818561185,3.104955854056983,1.3662140473991763e-08,1.1037317666297102,0.0009236017936870935,3.4074365692448866e-13
8.545668773486405,3.208198097418994,1.7424381898154966e-08,0.9192208880269176,0.0011796416436661524,5.580083489427859e-13
8.886466032396168,3.3114403407810054,2.2198665013174156e-08,0.7575029375164555,0.0015034175882028956,9.132376924552335e-13
9.162136543457326,3.4146825841430166,2.8256206560626297e-08,0.618832161682748,0.0019131605738005768,1.4822322639081974e-12
9.3841401155871,3.5179248275050274,3.594106048480977e-08,0.5019747730613892,0.0024320011791577043,2.4057206856596685e-12
9.562310674668781,3.6211670708670387,4.568967227089077e-08,0.40485181211579846,0.0030892626810924903,3.887941630243528e-12
9.704954950663888,3.72440931422905,5.805568066187468e-08,0.3250125661996459,0.003922100658346711,6.288694632915222e-12
9.819002058771158,3.8276515575910612,7.374137843285696e-08,0.25995114236162137,0.004977578370537292,1.0155651987753933e-11
9.91017688085479,3.9308938009530725,9.363762367309942e-08,0.2072976454094544,0.0063152890798534415,1.6388364661204044e-11
9.983177721636489,4.034136044315084,1.1887447546364867e-07,0.16491858731082631,0.008010663474322404,2.6422007000366153e-11
10.041845858173982,4.1373782876770955,1.508854410125436e-07,0.13095670679707683,0.010159132947002344,4.2573251862100285e-11
10.089320281864948,4.240620531039106,1.9148900105659157e-07,0.10383342692436662,0.012881358051510878,6.857210789160556e-11
10.128174978087777,4.343862774401117,2.4299207252248124e-07,0.08223038499907541,0.016329775894885854,1.1038953189752984e-10
10.160538725776695,4.447105017763128,3.083213309128818e-07,0.06506090480802167,0.020696769489751375,1.77647915545843e-10
10.188198974205513,4.55034726112514,3.911899253757122e-07,0.05143815769084875,0.02622481334798207,2.857700098076125e-10
10.212692197911577,4.653589504487151,4.963091746856596e-07,0.04064390783864545,0.03321899696822573,4.595240174730114e-10
10.23538350683697,4.756831747849162,6.296574590621293e-07,0.03209987223223704,0.042062360343243795,7.386363505657023e-10
10.257538385008099,4.860073991211173,7.988218855869194e-07,0.02534256713973728,0.05323447391936127,1.186744853386365e-09
10.280389366618442,4.963316234573184,1.0134326191045708e-06,0.02000183309601647,0.06733362734293954,1.905711362369393e-09
10.30520029521621,5.066558477935195,1.2857153180437653e-06,0.015782859959076117,0.08510280488261929,3.0583510674431317e-09
10.333330562958874,5.169800721297206,1.6311942669965996e-06,0.012451355430736673,0.1074592398109117,4.9044493534957204e-09
10.36630135982623,5.273042964659218,2.0695880452610007e-06,0.00982143611355804,0.1355266342494968,7.857592348554848e-09
10.405865395775612,5.376285208021228,2.6259515599532247e-06,0.007745819597760806,0.17066793204408987,1.257445162472892e-08
10.454080653998474,5.479527451383239,3.3321338554279472e-06,0.006107928174538293,0.214514608208671,2.009397068981627e-08
10.513387286319189,5.5827696947452505,4.228641399477051e-06,0.0048155610263604515,0.2689855082749624,3.205279874692165e-08
10.586684497133742,5.686011938107262,5.367022969677138e-06,0.0037958415907022387,0.3362840546052167,5.101504184247737e-08
10.677400849298637,5.789254181469273,6.812926606123254e-06,0.002991194595423792,0.41885698839051777,8.097047871224308e-08
