V (mL),[H^{+}] (mol/L),[PO_4^{3-}] (mol/L),[HPO_4^{2-}] (mol/L),[H_2PO_4^{-}] (mol/L),[H_3PO_4] (mol/L),[OH^{-}] (mol/L),[Na^{+}] (mol/L)
20.39331286679051,8.072239354818625e-10,1.6012126147525028e-06,0.008413563497410603,9.370245230762251e-05,1.362668539420666e-11,1.2388273333166812e-05,0.0169380191853652
20.42150981421022,6.364316770150897e-10,2.0350760421070344e-06,0.008430811359559335,7.402835671483156e-05,8.48780000432651e-12,1.5712779729514975e-05,0.016957467092178147
20.44599350055773,5.017756061289926e-10,2.5852766586957955e-06,0.00844410280715529,5.84574687047662e-05,5.284389139491958e-12,1.992944780829615e-05,0.01697434651470104
20.46810415515907,3.9561003639381463e-10,3.282963823388345e-06,0.008454157623049113,4.6143931181618116e-05,3.288721769676726e-12,2.527769731268697e-05,0.016989584037548598
20.489066241151722,3.119069539926633e-10,4.167605866650021e-06,0.008461524982737632,3.641251260165405e-05,2.0460721625762307e-12,3.2061198462600314e-05,0.017004024861956617
20.510051084054005,2.4591375091438855e-10,5.289197536979684e-06,0.008466609781750322,2.8725613152037597e-05,1.2726159526048206e-12,4.06651141574646e-05,0.017018476331652814
20.532239145514243,1.9388337488046775e-10,6.711044755888479e-06,0.008469692608981151,2.2656100834752855e-05,7.913543262774533e-13,5.157796928173524e-05,0.01703375093947696
20.55688456366339,1.5286157408955318e-10,8.513272452287591e-06,0.008470943843808788,1.7865166969063883e-05,4.919836250841191e-13,6.54193888384625e-05,0.017050710639000616
20.585385082512712,1.2051915667107635e-10,1.0797234842225702e-05,0.008470432273848428,1.4084408340477274e-05,3.0580172657145894e-13,8.297527986456506e-05,0.01707031457512815
20.61936106179911,9.501974064586124e-11,1.3691046815626013e-05,0.008468128488480659,1.1101412216031363e-05,1.9003662596730105e-13,0.00010524245473468882,0.017093672673787315
20.660747981004477,7.491548532029764e-11,1.735649964914148e-05,0.008463903126863594,8.748210625610447e-06,1.1806905013203421e-13,0.00013348522953657605,0.017122107937864974
20.711907812187082,5.906488380864915e-11,2.1997672379252522e-05,0.008457519862983386,6.892064446192615e-06,7.333713251485607e-14,0.00016930721113785652,0.017157230822656824
20.775765934159548,4.656794899497207e-11,2.7871597886213328e-05,0.008448622803826434,5.428126761793534e-06,4.553887871509469e-14,0.00021474234896846396,0.017201029745639702
20.855982022189046,3.6715112834621056e-11,3.530138225691858e-05,0.008436717768172518,4.273614435227452e-06,2.8267372771505365e-14,0.0002723704213811968,0.017255982660050986
20.95716574783483,2.8946937530027132e-11,4.4692193150878983e-05,0.00842114671420239,3.3631853844901845e-06,1.7538751394740476e-14,0.00034546351383287594,0.017325195730553432
21.08515141513457,2.282235100683567e-11,5.6550503273140575e-05,0.008401054413782314,2.6452768275905147e-06,1.0876189086551968e-14,0.0004381718058244186,0.017412576537190944
21.24735021689739,1.7993603120845278e-11,7.150685813453831e-05,0.008375346364565286,2.0792076432941676e-06,6.740020871771168e-15,0.0005557592154646875,0.01752305094944334
21.453205188749376,1.4186520625045195e-11,9.034216788038148e-05,0.00834263694677047,1.6328872111759664e-06,4.173278065400031e-15,0.0007049022814071484,0.017662834905541273
21.714783056892305,1.1184939786277607e-11,0.000114016999395941,0.00830118706515063,1.281004928129124e-06,2.581247760556296e-15,0.000894069252486517,0.01783977485123545
22.047550432866853,8.818432745362334e-12,0.0001437024134932951,0.008248831116496859,1.0036002679067283e-06,1.5944004817479447e-15,0.0011340009095247726,0.01806377357759068
22.471401511521243,6.952630731180586e-12,0.00018080932932124544,0.008182894308501897,7.849338438833939e-07,9.831673777187961e-16,0.0014383204200643434,0.018347321677365823
23.012034430543665,5.481594686944666e-12,0.00022701089525810166,0.008100103433392092,6.125963915918354e-07,6.049599107484784e-16,0.0018243068531938085,0.018706158829152105
23.702820356474223,4.321800117642307e-12,0.00028424850518596497,0.007996497564466751,4.7680569684185667e-07,3.712370850496701e-16,0.002313876274148313,0.01916009363258352
24.587384805323516,3.4073946221047446e-12,0.0003547064683355417,0.007867350241643166,3.6985191158436193e-07,2.270364265611956e-16,0.0029348261246144904,0.019734015818164027
25.723245776867255,2.6864588353711497e-12,0.0004407325194800573,0.007707121920595723,2.8565995858317545e-07,1.3825307526623596e-16,0.0037224135438659535,0.020459140564426395
27.18706745966375,2.1180584800259485e-12,0.0005446712403089573,0.007509470819286793,2.1944426243722288e-07,8.373507593319305e-17,0.004721357246803408,0.021374531991428095
29.082468123781158,1.6699201438498902e-12,0.000668565694848739,0.0072673610155858,1.674362110896002e-07,5.037213198256739e-17,0.005988376624267392,0.022528963089438046
31.552021043035122,1.3165988159125306e-12,0.0008136712390045798,0.006973316356764851,1.266688354329027e-07,3.0044742013948943e-17,0.0075954122341306204,0.02398318523878078
34.79643551263948,1.0380331349653352e-12,0.0009797188671711013,0.006619872597265125,9.480643093451458e-08,1.772940886599774e-17,0.009633710540615714,0.025812707087973952
39.106635535361754,8.184063180545615e-13,0.0011638706446611606,0.006200270411939372,7.000943191257698e-08,1.032216431865535e-17,0.012219004830748675,0.02811122754549871
44.920327918752896,6.452480936015464e-13,0.0013593355729083771,0.00570939848117253,5.0826948257184117e-08,5.908347167334858e-18,0.015498086477105023,0.030994940955967772
52.92825252156731,5.087266472797149e-13,0.0015536678251008693,0.0051449315554667925,3.611112659102206e-08,3.3095638617542583e-18,0.019657139658983757,0.03460804231364715
64.28983703079105,4.0109037782337915e-13,0.0017268481904033606,0.004508513205011383,2.4948965288184533e-08,1.8027687591423097e-18,0.02493231278220165,0.03912990824567474
81.11663468530392,3.162277660168375e-13,0.0018493339699307291,0.003806731887363473,1.6608455202184126e-08,9.46181561727907e-19,0.031623126836027006,0.04478460912868381
