Px,Py
4.9301973839303646,19.47500186164944
-4.247137473947907,48.969403932803324
11.572866725272078,-6.221948940068045
24.05374162221405,-24.25503086516825
6.939776992514198,-8.767089158133446
13.142594515008296,21.85431674325438
23.550264774075444,25.83908769375286
15.91374048464054,3.316276773100558
14.651474384633138,-17.466767219385112
31.24425603067422,-22.078087088111914
34.54719476555985,-17.838926998108025
18.033676046448818,-12.372217776581655
22.050295359937277,-5.148534336994435
41.727828399129514,-0.04984974352961463
20.284840018710124,1.2447563985263579
36.27737450556648,17.125520270407844
29.651620511513,23.126824066609785
35.03600300498809,13.638378475583691
39.29411240008418,-4.6766873942293605
