Px,Py
-0.25375676111791723,34.26613368661741
17.17929602640516,-13.519355926452187
13.711620699573377,-18.759726455668496
18.178259781993425,26.025867887080626
6.388614463142388,18.083167704989584
32.03535142584275,-8.76064139198864
22.629638461936,-19.148653193942692
12.401824118419274,-5.427478435895699
27.191413689313794,5.116740715738178
29.130996338006835,-8.696631022463496
22.56739561610653,-27.562470036315414
21.717518098078,-25.981796907839286
37.87033808182974,4.757656895774386
26.11740191589641,33.347165349936375
34.16846850313085,17.42806399161255
39.32507414688751,-4.819114785665729
