Px,Py
4.505296269869359,20.852106161371466
15.244199564807003,-11.277546481140265
7.105055273934447,23.401619161592777
-7.543528772012108,34.556673382942186
37.53081717897246,-43.253409180904164
13.587382930147953,-41.244285915860885
1.9017216074253056,47.43656637023445
20.805052038031782,64.12695257883415
21.58325438969093,-10.45638647874208
21.891553447778588,-61.93674109697351
34.552666626926055,-41.163839794836406
30.451638939474122,2.720289527797289
14.592218265526979,19.952085813467033
31.081821785714496,5.30566589876737
49.99086948611381,-10.985764541867415
4.293994239673427,-2.7283402638620866
47.01062938603734,33.343030723359
26.612076748331262,17.303354295864043
36.944911579486856,9.414137841162749
39.46989945302105,-5.336754881135865
