V (mL),pH,0,1
1e-08,2.2790179071608936,9.999458899241665e-12,1.0244426834615794e-12
1.648277267132548,2.382260150522905,-1.9025970035557727e-13,3.3395682053072306e-13
3.076870048183385,2.485502393884916,-9.04436204748893e-12,1.4569208686698865e-11
4.3070071900089495,2.5887446372469274,-9.518813688658145e-12,1.4142177012788082e-11
5.357833727559429,2.691986880608938,-8.599483104776429e-12,1.1927993315286045e-11
6.247561504115709,2.7952291239709495,-7.632130170909246e-12,9.992832950000974e-12
6.994028615539909,2.8984713673329607,-6.850751736731109e-12,8.549935065493841e-12
7.614748456185988,3.001713610694972,-6.264249535758992e-12,7.51533904552737e-12
8.126643818561185,3.104955854056983,-5.835025171374575e-12,6.778130140494554e-12
8.545668773486405,3.208198097418994,-5.52302474587929e-12,6.2497975544806295e-12
8.886466032396168,3.3114403407810054,-5.295354432721666e-12,5.866673466470296e-12
9.162136543457326,3.4146825841430166,-5.127613611488613e-12,5.584924883672571e-12
9.3841401155871,3.5179248275050274,-5.002151470812066e-12,5.374367617605458e-12
9.562310674668781,3.6211670708670387,-4.9062368751018326e-12,5.21399763642183e-12
9.704954950663888,3.72440931422905,-4.831106001357277e-12,5.089461838081455e-12
9.819002058771158,3.8276515575910612,-4.770368128292901e-12,4.990440352625747e-12
9.91017688085479,3.9308938009530725,-4.719512974871165e-12,4.909635198391271e-12
9.983177721636489,4.034136044315084,-4.675015582988884e-12,4.841434544933243e-12
10.041845858173982,4.1373782876770955,-4.6343588688824155e-12,4.781796486552636e-12
10.089320281864948,4.240620531039106,-4.5955426963839585e-12,4.727520458436274e-12
10.128174978087777,4.343862774401117,-4.5565790723900435e-12,4.675688655697563e-12
10.160538725776695,4.447105017763128,-4.515996951393042e-12,4.624087571181157e-12
10.188198974205513,4.55034726112514,-4.47200436404227e-12,4.570312878149352e-12
10.212692197911577,4.653589504487151,-4.422892607713891e-12,4.512126783318138e-12
10.23538350683697,4.756831747849162,-4.3667396087965216e-12,4.4471544502489024e-12
10.257538385008099,4.860073991211173,-4.301437678266851e-12,4.372868386837148e-12
10.280389366618442,4.963316234573184,-4.224381261463961e-12,4.286286603427669e-12
10.30520029521621,5.066558477935195,-4.13272541188725e-12,4.18419986158991e-12
10.333330562958874,5.169800721297206,-4.023226196636642e-12,4.06304677402769e-12
10.36630135982623,5.273042964659218,-3.8922459005830135e-12,3.918915539302681e-12
10.405865395775612,5.376285208021228,-3.736025377953922e-12,3.747873539294844e-12
10.454080653998474,5.479527451383239,-3.5505782342015735e-12,3.545899684986864e-12
10.513387286319189,5.5827696947452505,-3.3325633919112363e-12,3.3098628005046038e-12
10.586684497133742,5.686011938107262,-3.079616422985154e-12,3.0379310178574315e-12
10.677400849298637,5.789254181469273,-2.7911162964189273e-12,2.7304269956118787e-12
10.789546539695241,5.892496424831284,-2.4695055028667312e-12,2.391205289331566e-12
10.927729668140008,5.995738668193296,-2.1213846651546575e-12,2.028670634257601e-12
11.097110653143728,6.098980911555307,-1.7577987676542506e-12,1.6558473342476177e-12
11.303260974525664,6.202223154917317,-1.394714205238401e-12,1.290363649264492e-12
11.55188719229525,6.3054653982793285,-1.0510134429431162e-12,9.51915629654465e-13
11.848383719231416,6.40870764164134,-7.459571155221667e-13,6.59099511080008e-13
12.197195138400751,6.511949885003351,-4.946390519400268e-13,4.2486500428928764e-13
12.60100803482685,6.615192128365362,-3.04343356072323e-13,2.532505455343781e-13
13.059855661458187,6.718434371727374,-1.7326591550403947e-13,1.3926360065141807e-13
13.570296521404938,6.821676615089385,-9.12655367946158e-14,7.067610385824707e-14
14.124892406847342,6.924918858451396,-4.487209215309207e-14,3.3436794999452957e-14
14.712220377986721,7.028161101813408,-2.0866988692525013e-14,1.4968928874203868e-14
15.31756967167912,7.131403345175418,-9.553122182204277e-15,6.583275591331983e-15
15.92429841685237,7.234645588537431,-4.380176776841438e-15,2.905661822261152e-15
16.515613173393376,7.33788783189944,-1.9480944635219544e-15,1.2559397966072083e-15
17.076382675158868,7.4411300752614515,-9.992007221626409e-16,6.192962809237201e-16
17.594584423587946,7.544372318623463,-5.499073418846478e-16,3.2959746043559335e-16
18.06211584210048,7.647614561985474,-2.5153490401663703e-16,1.474514954580286e-16
18.47491075866973,7.750856805347485,-2.51189021492626e-09,1.434298770031095e-09
18.832488623282558,7.854099048709497,-2.1512117365229955e-09,1.2076454801446257e-09
19.137165663192537,7.957341292071508,-1.912154753980211e-09,1.0587213085389013e-09
19.39315807087991,8.06058353543352,-1.7512789655949046e-09,9.588524366860307e-10
19.605752066826756,8.16382577879553,-1.6412993672498821e-09,8.905211377335798e-10
19.780635693734705,8.267068022157542,-1.5648529486100848e-09,8.428284598016589e-10
19.92342110288443,8.370310265519553,-1.510739713883602e-09,8.088626400615251e-10
20.039342828696064,8.473552508881562,-1.4716385818291933e-09,7.841571558753202e-10
20.133097117175247,8.576794752243575,-1.4427000358252506e-09,7.65771867791698e-10
20.208782961528257,8.680036995605585,-1.4206656892556957e-09,7.517348046132133e-10
20.269909869979756,8.783279238967598,-1.4033075430852637e-09,7.406954615624128e-10
20.3194451618439,8.886521482329607,-1.3890673888905525e-09,7.317060672640263e-10
20.359881590117503,8.98976372569162,-1.3768201405361946e-09,7.240802055163975e-10
20.39331286679051,9.09300596905363,-1.365717115786591e-09,7.173000839133525e-10
20.42150981421022,9.196248212415643,-1.3550795138761451e-09,7.109539085919936e-10
20.44599350055773,9.299490455777653,-1.3443230834075948e-09,7.04691869093943e-10
20.46810415515907,9.402732699139666,-1.3329040614296073e-09,6.981946444606368e-10
20.489066241151722,9.505974942501675,-1.3202758990249475e-09,6.91148379847184e-10
20.510051084054005,9.609217185863688,-1.305854518268701e-09,6.832247597537977e-10
20.532239145514243,9.712459429225698,-1.2889861226994537e-09,6.740628437362783e-10
20.55688456366339,9.81570167258771,-1.268919774810584e-09,6.632536204281836e-10
20.585385082512712,9.91894391594972,-1.2447812676452674e-09,6.503255850498491e-10
20.61936106179911,10.02218615931173,-1.2155518605561078e-09,6.347329641054333e-10
20.660747981004477,10.125428402673743,-1.180056337368729e-09,6.158490453711529e-10
20.711907812187082,10.228670646035752,-1.1369668713456793e-09,5.92967955986845e-10
20.775765934159548,10.331912889397765,-1.084834114900568e-09,5.653208699774037e-10
20.855982022189046,10.435155132759775,-1.0221661191078812e-09,5.321173814076818e-10
20.95716574783483,10.538397376121788,-9.47574414766894e-10,4.926220733419973e-10
21.08515141513457,10.641639619483797,-8.600227648092318e-10,4.4628448332695303e-10
21.24735021689739,10.74488186284581,-7.592052264637772e-10,3.929355053139405e-10
21.453205188749376,10.84812410620782,-6.46072615545501e-10,3.330583274452348e-10
21.714783056892305,10.951366349569833,-5.234833434786257e-10,2.681174535862363e-10
22.047550432866853,11.054608592931842,-3.968571721246761e-10,2.0087550373082408e-10
